dataset_id,reference,species,notes,model,loglikelihood,ks_distance,diameter_min [mm],diameter_max [mm],functional_group2,t_ru0 [MPa],beta_t,shape,scale [MPa],sdlog,sigma_t0 [MPa],beta_sigmat,width [MPa]
114,Phan et al. (2021),Chrysopogon zizanioides,NA,normal_force,-153.93636657532684,0.12185600277795938,0.440925267,1.000355872,Grasses,21.07136770099459,-1.566745225874367,NA,NA,NA,5.101844001855724,-2,NA
114,Phan et al. (2021),Chrysopogon zizanioides,NA,normal_scaled,-153.18709917982613,0.11862443388157673,0.440925267,1.000355872,Grasses,21.60075812492493,-1.5040991357628735,NA,NA,NA,6.105549553523981,-1.5040991357628735,NA
114,Phan et al. (2021),Chrysopogon zizanioides,NA,normal_strength,-154.56081384499086,0.12454965851845817,0.440925267,1.000355872,Grasses,20.976805460619083,-1.5718659267744548,NA,NA,NA,11.531492985361957,0,NA
114,Phan et al. (2021),Chrysopogon zizanioides,NA,uniform,-147.98291687204116,0.1399087700166931,0.440925267,1.000355872,Grasses,25.867080789024037,-1.1946411293929422,NA,NA,NA,NA,NA,25.07308513050033
114,Phan et al. (2021),Chrysopogon zizanioides,NA,weibull,-153.15482265369863,0.11784864502166631,0.440925267,1.000355872,Grasses,21.826911858588133,-1.481431946571304,3.876195094745919,NA,NA,NA,NA,NA
116,Rossi et al. (2022),Cynara cardunculus,fall,gamma,-124.14838169835829,0.07821291791488871,0.110657615,4.017178837,Forbs,7.039689260442272,-1.084349084340371,3.889353360278701,NA,NA,NA,NA,NA
116,Rossi et al. (2022),Cynara cardunculus,fall,gumbel,-124.76595067081945,0.08715111567964184,0.110657615,4.017178837,Forbs,6.983603797611632,-1.095503901584837,NA,2.7851180146307417,NA,NA,NA,NA
116,Rossi et al. (2022),Cynara cardunculus,fall,logistic,-127.60417891778003,0.08822929111811428,0.110657615,4.017178837,Forbs,6.961538770046296,-1.032426573549524,NA,2.0621050377265298,NA,NA,NA,NA
116,Rossi et al. (2022),Cynara cardunculus,fall,lognormal,-124.57190391541499,0.07912030378051826,0.110657615,4.017178837,Forbs,6.9364776641388595,-1.1443222702297493,NA,NA,0.53466088230657,NA,NA,NA
116,Rossi et al. (2022),Cynara cardunculus,fall,normal_force,-146.37004399936347,0.137209543629351,0.110657615,4.017178837,Forbs,6.246710338109227,-0.6721994841080189,NA,NA,NA,3.902702120701289,-2,NA
116,Rossi et al. (2022),Cynara cardunculus,fall,normal_scaled,-126.71454794439234,0.10415042813584346,0.110657615,4.017178837,Forbs,7.223594694628026,-1.023260702410117,NA,NA,NA,3.552965430481154,-1.023260702410117,NA
116,Rossi et al. (2022),Cynara cardunculus,fall,normal_strength,-135.9267320440755,0.14118074897935393,0.110657615,4.017178837,Forbs,5.752085601635388,-1.258888716232956,NA,NA,NA,6.661519516849138,0,NA
116,Rossi et al. (2022),Cynara cardunculus,fall,uniform,-122.64403834665478,0.25149751059682746,0.110657615,4.017178837,Forbs,8.14535716886643,-1.1428173952167446,NA,NA,NA,NA,NA,12.682863708066751
116,Rossi et al. (2022),Cynara cardunculus,fall,weibull,-124.39849939480625,0.06779406677237704,0.110657615,4.017178837,Forbs,7.186749749631591,-1.0425278375156304,2.1709966245001056,NA,NA,NA,NA,NA
118,Saifuddin et al. (2022),Dillenia suffruticosa,NA,gamma,-73.5424793601212,0.09457473956124379,0.802867384,6.795698925,Shrubs,29.309652106705432,-0.47101156978559006,27.356725132404808,NA,NA,NA,NA,NA
118,Saifuddin et al. (2022),Dillenia suffruticosa,NA,gumbel,-71.86273484796604,0.08729908579996881,0.802867384,6.795698925,Shrubs,26.955997867435784,-0.38098428240284204,NA,3.901551177504702,NA,NA,NA,NA
118,Saifuddin et al. (2022),Dillenia suffruticosa,NA,logistic,-74.3335727350208,0.0950350592998016,0.802867384,6.795698925,Shrubs,29.090857458061596,-0.4804660449625801,NA,3.2090335717251213,NA,NA,NA,NA
118,Saifuddin et al. (2022),Dillenia suffruticosa,NA,lognormal,-73.12835393826117,0.11632340200895941,0.802867384,6.795698925,Shrubs,28.619958317367754,-0.44392247298565224,NA,NA,0.18943163021158738,NA,NA,NA
118,Saifuddin et al. (2022),Dillenia suffruticosa,NA,normal_force,-72.08983827593393,0.08842513613432823,0.802867384,6.795698925,Shrubs,25.855314911697658,-0.3801975085648437,NA,NA,NA,19.61321603408709,-2,NA
118,Saifuddin et al. (2022),Dillenia suffruticosa,NA,normal_scaled,-74.28697065830775,0.08928197805303784,0.802867384,6.795698925,Shrubs,30.64330386635591,-0.5220797612638757,NA,NA,NA,5.946264560454923,-0.5220797612638757,NA
118,Saifuddin et al. (2022),Dillenia suffruticosa,NA,normal_strength,-82.49996472198242,0.18461433203781386,0.802867384,6.795698925,Shrubs,29.012489371115166,-0.45543783478512745,NA,NA,NA,5.137752442069469,0,NA
118,Saifuddin et al. (2022),Dillenia suffruticosa,NA,uniform,-78.95945911405643,0.45093032044248,0.802867384,6.795698925,Shrubs,32.83446571884663,-0.3514997675681318,NA,NA,NA,NA,NA,25.21953766792489
118,Saifuddin et al. (2022),Dillenia suffruticosa,NA,weibull,-74.90240876362445,0.10258755468695419,0.802867384,6.795698925,Shrubs,31.92331738884991,-0.5690893755957085,5.6414117628589535,NA,NA,NA,NA,NA
124,Sanchez-Castillo et al. (2017),Senegalia berlandieri,NA,gamma,-75.3170803034246,0.1535605116044212,1.47275405,9.624447717,Shrubs,25.289761423489363,-0.5022244401726853,7.724454843291086,NA,NA,NA,NA,NA
124,Sanchez-Castillo et al. (2017),Senegalia berlandieri,NA,gumbel,-75.91140884841653,0.16966389036798812,1.47275405,9.624447717,Shrubs,25.34560553463478,-0.5011032926930643,NA,7.68054449216322,NA,NA,NA,NA
124,Sanchez-Castillo et al. (2017),Senegalia berlandieri,NA,logistic,-76.91519473975356,0.13058964218503838,1.47275405,9.624447717,Shrubs,24.70325220413096,-0.48778348363465807,NA,5.272611288398226,NA,NA,NA,NA
124,Sanchez-Castillo et al. (2017),Senegalia berlandieri,NA,lognormal,-75.6995537186084,0.17353377129131176,1.47275405,9.624447717,Shrubs,25.50278082038885,-0.5053838824659216,NA,NA,0.37288731939607017,NA,NA,NA
124,Sanchez-Castillo et al. (2017),Senegalia berlandieri,NA,normal_force,-86.6374949379543,0.08078475947698194,1.47275405,9.624447717,Shrubs,34.580606424529265,-0.6740716132690981,NA,NA,NA,140.89303125285602,-2,NA
124,Sanchez-Castillo et al. (2017),Senegalia berlandieri,NA,normal_scaled,-75.54674261137286,0.12734490156038364,1.47275405,9.624447717,Shrubs,25.367127197810014,-0.504158470726227,NA,NA,NA,8.803869494649676,-0.504158470726227,NA
124,Sanchez-Castillo et al. (2017),Senegalia berlandieri,NA,normal_strength,-77.07488033631533,0.11218437288029282,1.47275405,9.624447717,Shrubs,22.368899986001747,-0.4170073071523319,NA,NA,NA,4.202529745971818,0,NA
124,Sanchez-Castillo et al. (2017),Senegalia berlandieri,NA,uniform,-67.14310254162098,0.14901961166561362,1.47275405,9.624447717,Shrubs,30.889489412613866,-0.6061015613014052,NA,NA,NA,NA,NA,31.30755346895115
124,Sanchez-Castillo et al. (2017),Senegalia berlandieri,NA,weibull,-74.96344243687898,0.12877347364930025,1.47275405,9.624447717,Shrubs,25.665960002098092,-0.5089967482127403,3.2498517809540894,NA,NA,NA,NA,NA
125,Sanchez-Castillo et al. (2017),Pinus pseudostrobus,NA,gamma,-98.23461958764085,0.06521706034126978,1.488113273,9.416590919,Conifers,19.470674681948488,-0.57203600842883,3.7006241724500426,NA,NA,NA,NA,NA
125,Sanchez-Castillo et al. (2017),Pinus pseudostrobus,NA,gumbel,-98.81577510360736,0.07091875149872306,1.488113273,9.416590919,Conifers,19.26351495913069,-0.568306233723843,NA,7.836387628555105,NA,NA,NA,NA
125,Sanchez-Castillo et al. (2017),Pinus pseudostrobus,NA,logistic,-101.6530986905995,0.09336118724879072,1.488113273,9.416590919,Conifers,19.295580091566833,-0.5915152042732538,NA,5.883410172401804,NA,NA,NA,NA
125,Sanchez-Castillo et al. (2017),Pinus pseudostrobus,NA,lognormal,-98.65773340473584,0.07799305030321657,1.488113273,9.416590919,Conifers,19.784738589602835,-0.5755023712260928,NA,NA,0.5499157644207653,NA,NA,NA
125,Sanchez-Castillo et al. (2017),Pinus pseudostrobus,NA,normal_force,-107.95998338185986,0.12863869738155087,1.488113273,9.416590919,Conifers,11.306181115187798,-0.28747649538217984,NA,NA,NA,138.82597900894896,-2,NA
125,Sanchez-Castillo et al. (2017),Pinus pseudostrobus,NA,normal_scaled,-101.62331965062204,0.10720477239874926,1.488113273,9.416590919,Conifers,19.385450763951578,-0.5694810659549174,NA,NA,NA,10.029476910639673,-0.5694810659549174,NA
125,Sanchez-Castillo et al. (2017),Pinus pseudostrobus,NA,normal_strength,-102.91651058550514,0.07825967257391964,1.488113273,9.416590919,Conifers,23.49285163937363,-0.6920591191897553,NA,NA,NA,3.906292755759432,0,NA
125,Sanchez-Castillo et al. (2017),Pinus pseudostrobus,NA,uniform,-101.27204563115178,0.30833133352483155,1.488113273,9.416590919,Conifers,42.4049503310955,-0.8548567969209642,NA,NA,NA,NA,NA,67.02121516526536
125,Sanchez-Castillo et al. (2017),Pinus pseudostrobus,NA,weibull,-98.82964564465163,0.07286366651929782,1.488113273,9.416590919,Conifers,19.487328944875028,-0.5702990484729745,2.060405262994184,NA,NA,NA,NA,NA
126,Sanchez-Castillo et al. (2017),Quercus rysophylla,NA,gamma,-155.15554392576144,0.11372789040425077,1.757352941,9.25,Broadleaves,12.670041684150995,-0.26563858523984435,2.484197757644292,NA,NA,NA,NA,NA
126,Sanchez-Castillo et al. (2017),Quercus rysophylla,NA,gumbel,-157.30048680144034,0.13177558083438703,1.757352941,9.25,Broadleaves,12.304996930997241,-0.2549384351135609,NA,5.905424327308236,NA,NA,NA,NA
126,Sanchez-Castillo et al. (2017),Quercus rysophylla,NA,logistic,-162.32721763805299,0.11504973279674344,1.757352941,9.25,Broadleaves,10.390227137787669,-0.17538539843869738,NA,3.888302540500499,NA,NA,NA,NA
126,Sanchez-Castillo et al. (2017),Quercus rysophylla,NA,lognormal,-155.5193534463796,0.10126365077016153,1.757352941,9.25,Broadleaves,16.16875967927158,-0.4056548434605606,NA,NA,0.6826975567742909,NA,NA,NA
126,Sanchez-Castillo et al. (2017),Quercus rysophylla,NA,normal_force,-185.278083165778,0.1466913823023016,1.757352941,9.25,Broadleaves,12.105238751258607,-0.2412605980099761,NA,NA,NA,199.5604888864734,-2,NA
126,Sanchez-Castillo et al. (2017),Quercus rysophylla,NA,normal_scaled,-161.9728177344358,0.12194166796351841,1.757352941,9.25,Broadleaves,9.842344938005509,-0.10731278276084515,NA,NA,NA,6.1097467980178,-0.10731278276084515,NA
126,Sanchez-Castillo et al. (2017),Quercus rysophylla,NA,normal_strength,-161.20837068760562,0.11244237116418918,1.757352941,9.25,Broadleaves,12.93061942297858,-0.27873755102251474,NA,NA,NA,5.066898213939724,0,NA
126,Sanchez-Castillo et al. (2017),Quercus rysophylla,NA,uniform,-162.13877741675375,0.3214492239519751,1.757352941,9.25,Broadleaves,30.931063274193455,-0.5784252862490321,NA,NA,NA,NA,NA,54.06937816321896
126,Sanchez-Castillo et al. (2017),Quercus rysophylla,NA,weibull,-155.60623482657974,0.11036845659089359,1.757352941,9.25,Broadleaves,11.344881417907812,-0.1940923312277447,1.6843905427290962,NA,NA,NA,NA,NA
131,Schmidt & Cronkite-Ratcliff (2022),Digitalis purpurea,NA,gamma,-88.73164293578418,0.11783648162586025,0.5,4,Forbs,18.201016809881946,-0.5317747987009367,10.77046507442761,NA,NA,NA,NA,NA
131,Schmidt & Cronkite-Ratcliff (2022),Digitalis purpurea,NA,gumbel,-90.21872826245895,0.13994256693438645,0.5,4,Forbs,18.53417496673243,-0.5161159684729928,NA,5.192597260080022,NA,NA,NA,NA
131,Schmidt & Cronkite-Ratcliff (2022),Digitalis purpurea,NA,logistic,-87.30354100326112,0.07565455654059033,0.5,4,Forbs,18.45639066010991,-0.5619049833114353,NA,2.917866270008961,NA,NA,NA,NA
131,Schmidt & Cronkite-Ratcliff (2022),Digitalis purpurea,NA,lognormal,-90.31927759458085,0.1465283328806412,0.5,4,Forbs,18.194636368021715,-0.5077728126725224,NA,NA,0.3262743141735722,NA,NA,NA
131,Schmidt & Cronkite-Ratcliff (2022),Digitalis purpurea,NA,normal_force,-97.1586790546951,0.18742827164195697,0.5,4,Forbs,19.06371315293781,-0.5804068155081116,NA,NA,NA,10.549304458944185,-2,NA
131,Schmidt & Cronkite-Ratcliff (2022),Digitalis purpurea,NA,normal_scaled,-87.06204305352837,0.09431913774610257,0.5,4,Forbs,18.323560254202416,-0.5565112405978364,NA,NA,NA,5.116032095442719,-0.5565112405978364,NA
131,Schmidt & Cronkite-Ratcliff (2022),Digitalis purpurea,NA,normal_strength,-89.8013612127613,0.11011783667886052,0.5,4,Forbs,18.39331110534698,-0.6235376271921039,NA,NA,NA,4.828037999657809,0,NA
131,Schmidt & Cronkite-Ratcliff (2022),Digitalis purpurea,NA,uniform,-88.09410327910545,0.20013507682104242,0.5,4,Forbs,16.869327971737505,-0.4467052441218625,NA,NA,NA,NA,NA,21.24817600947501
131,Schmidt & Cronkite-Ratcliff (2022),Digitalis purpurea,NA,weibull,-86.88326196535793,0.09702733254217544,0.5,4,Forbs,18.320247218698704,-0.5559654799910779,4.069645549526885,NA,NA,NA,NA,NA
134,Schmidt & Cronkite-Ratcliff (2022),Pseudotsuga menziesii,healthy,gamma,-132.0789516168104,0.09362968268071092,0.25,5.5,Conifers,32.006766838804495,-0.5958254078222367,2.2073050663951572,NA,NA,NA,NA,NA
134,Schmidt & Cronkite-Ratcliff (2022),Pseudotsuga menziesii,healthy,gumbel,-132.5516148073923,0.11023900176589624,0.25,5.5,Conifers,31.95690365667872,-0.6227376590460582,NA,15.563784583024733,NA,NA,NA,NA
134,Schmidt & Cronkite-Ratcliff (2022),Pseudotsuga menziesii,healthy,logistic,-135.41936236826788,0.11635339216892387,0.25,5.5,Conifers,31.794468849019395,-0.7393445598345646,NA,11.95735176199971,NA,NA,NA,NA
134,Schmidt & Cronkite-Ratcliff (2022),Pseudotsuga menziesii,healthy,lognormal,-133.84889385715252,0.11033684005981903,0.25,5.5,Conifers,32.162628382724684,-0.4550760189898316,NA,NA,0.7664199749555195,NA,NA,NA
134,Schmidt & Cronkite-Ratcliff (2022),Pseudotsuga menziesii,healthy,normal_force,-138.90418362841208,0.1329334824639643,0.25,5.5,Conifers,33.77526397415562,-0.7001758652527278,NA,NA,NA,35.47833534380711,-2,NA
134,Schmidt & Cronkite-Ratcliff (2022),Pseudotsuga menziesii,healthy,normal_scaled,-135.21549811118874,0.13182147041089476,0.25,5.5,Conifers,34.45771126404572,-0.7941030036635914,NA,NA,NA,21.401902243615865,-0.7941030036635914,NA
134,Schmidt & Cronkite-Ratcliff (2022),Pseudotsuga menziesii,healthy,normal_strength,-144.10932953891745,0.20034015760385837,0.25,5.5,Conifers,31.876364327752846,-0.45785931781096517,NA,NA,NA,21.856055328492914,0,NA
134,Schmidt & Cronkite-Ratcliff (2022),Pseudotsuga menziesii,healthy,uniform,-143.2269579375733,0.4135498632938097,0.25,5.5,Conifers,48.400609742,-0.09310940443960834,NA,NA,NA,NA,NA,90.55597951600001
134,Schmidt & Cronkite-Ratcliff (2022),Pseudotsuga menziesii,healthy,weibull,-131.9320934480186,0.09911566004575556,0.25,5.5,Conifers,32.79843611958181,-0.6664549860076778,1.6196221595541564,NA,NA,NA,NA,NA
138,Schmidt & Cronkite-Ratcliff (2022),Tsuga heterophylla,NA,gamma,-66.82992342795538,0.16382096383986566,0.75,6.75,Conifers,15.379780772467392,-0.5074072561175892,6.903208326264963,NA,NA,NA,NA,NA
138,Schmidt & Cronkite-Ratcliff (2022),Tsuga heterophylla,NA,gumbel,-64.65134459486302,0.12037244422193355,0.75,6.75,Conifers,15.136066851716764,-0.5161230137784396,NA,4.006869993413547,NA,NA,NA,NA
138,Schmidt & Cronkite-Ratcliff (2022),Tsuga heterophylla,NA,logistic,-68.85430019662475,0.1405213527638023,0.75,6.75,Conifers,13.770242773497841,-0.4770127635340004,NA,3.0373800942382054,NA,NA,NA,NA
138,Schmidt & Cronkite-Ratcliff (2022),Tsuga heterophylla,NA,lognormal,-64.82610382862367,0.12916945524165424,0.75,6.75,Conifers,15.364996862198515,-0.5166875546061361,NA,NA,0.3598615029224576,NA,NA,NA
138,Schmidt & Cronkite-Ratcliff (2022),Tsuga heterophylla,NA,normal_force,-81.26535527053836,0.27473609287783285,0.75,6.75,Conifers,23.234440139889227,-0.8241650280342361,NA,NA,NA,38.69083135263975,-2,NA
138,Schmidt & Cronkite-Ratcliff (2022),Tsuga heterophylla,NA,normal_scaled,-72.5284119419527,0.22582746741626847,0.75,6.75,Conifers,15.400926333952931,-0.5089133435560416,NA,NA,NA,7.002787842351004,-0.5089133435560416,NA
138,Schmidt & Cronkite-Ratcliff (2022),Tsuga heterophylla,NA,normal_strength,-73.19156629277737,0.21534318133710795,0.75,6.75,Conifers,14.083720187952762,-0.3883249282630909,NA,NA,NA,4.520958905173638,0,NA
138,Schmidt & Cronkite-Ratcliff (2022),Tsuga heterophylla,NA,uniform,-72.61326084672368,0.5210520150587985,0.75,6.75,Conifers,28.46972042487436,-0.706218355004149,NA,NA,NA,NA,NA,34.7637712696059
138,Schmidt & Cronkite-Ratcliff (2022),Tsuga heterophylla,NA,weibull,-70.54895351509771,0.21127748533141355,0.75,6.75,Conifers,15.460887317085076,-0.5111066786526648,2.2793102108825036,NA,NA,NA,NA,NA
139,Teerawattanasuk et al. (2014),Brachiaria ruziziensis,NA,gamma,-35.86497621556191,0.10175650384469437,0.371073559,0.707057654,Grasses,16.02625148712911,-0.5695724444097043,701.0599828256096,NA,NA,NA,NA,NA
139,Teerawattanasuk et al. (2014),Brachiaria ruziziensis,NA,gumbel,-36.512605602507094,0.11070375354050643,0.371073559,0.707057654,Grasses,16.24124688982863,-0.5498864287825553,NA,0.5467933893902502,NA,NA,NA,NA
139,Teerawattanasuk et al. (2014),Brachiaria ruziziensis,NA,logistic,-37.103004080304004,0.10626419083196359,0.371073559,0.707057654,Grasses,16.00864824562851,-0.5712836588928176,NA,0.3666429186142657,NA,NA,NA,NA
139,Teerawattanasuk et al. (2014),Brachiaria ruziziensis,NA,lognormal,-35.86800229214714,0.10078258125978179,0.371073559,0.707057654,Grasses,16.03576865642328,-0.5686452644245243,NA,NA,0.037780925653171656,NA,NA,NA
139,Teerawattanasuk et al. (2014),Brachiaria ruziziensis,NA,normal_force,-35.92113279364193,0.0957092041957277,0.371073559,0.707057654,Grasses,16.055662311389682,-0.5665472102314589,NA,NA,NA,0.24269726467750632,-2,NA
139,Teerawattanasuk et al. (2014),Brachiaria ruziziensis,NA,normal_scaled,-35.869317670341296,0.10366917969940126,0.371073559,0.707057654,Grasses,16.00735816277879,-0.5714157992913981,NA,NA,NA,0.60436988724427,-0.5714157992913981,NA
139,Teerawattanasuk et al. (2014),Brachiaria ruziziensis,NA,normal_strength,-36.90276615098952,0.08964461619662112,0.371073559,0.707057654,Grasses,16.00756674657182,-0.5713401283330374,NA,NA,NA,0.9039487621437516,0,NA
139,Teerawattanasuk et al. (2014),Brachiaria ruziziensis,NA,uniform,-30.013997644717378,0.08488342306998511,0.371073559,0.707057654,Grasses,15.940888420593975,-0.5818655305279178,NA,NA,NA,NA,NA,2.012874471036616
139,Teerawattanasuk et al. (2014),Brachiaria ruziziensis,NA,weibull,-36.480795456497056,0.10902462288393308,0.371073559,0.707057654,Grasses,15.807931249778822,-0.59021020412572,29.70036783543471,NA,NA,NA,NA,NA
140,Teerawattanasuk et al. (2014),Chrysopogon zizanioides,NA,gamma,-212.60006315440216,0.07063329731895585,0.21875,2.922643443,Grasses,15.335558873460636,-0.8689476383031799,13.441174828644236,NA,NA,NA,NA,NA
140,Teerawattanasuk et al. (2014),Chrysopogon zizanioides,NA,gumbel,-213.49738839383082,0.0920346005449939,0.21875,2.922643443,Grasses,15.401477994442635,-0.8703427137451456,NA,3.587682017045348,NA,NA,NA,NA
140,Teerawattanasuk et al. (2014),Chrysopogon zizanioides,NA,logistic,-216.02716455407352,0.07877729630943528,0.21875,2.922643443,Grasses,15.167663953717014,-0.872830938024695,NA,2.440760957866536,NA,NA,NA,NA
140,Teerawattanasuk et al. (2014),Chrysopogon zizanioides,NA,lognormal,-212.83074590785236,0.08606128732944196,0.21875,2.922643443,Grasses,15.34652233586162,-0.8692579986551506,NA,NA,0.2770019196379125,NA,NA,NA
140,Teerawattanasuk et al. (2014),Chrysopogon zizanioides,NA,normal_force,-231.79224535517315,0.13004105998064186,0.21875,2.922643443,Grasses,16.727802659939776,-1.131621838828114,NA,NA,NA,5.44029746505329,-2,NA
140,Teerawattanasuk et al. (2014),Chrysopogon zizanioides,NA,normal_scaled,-214.39882221651715,0.07346881002134262,0.21875,2.922643443,Grasses,15.333377722783313,-0.864295468259917,NA,NA,NA,4.175648147469802,-0.864295468259917,NA
140,Teerawattanasuk et al. (2014),Chrysopogon zizanioides,NA,normal_strength,-231.130294785398,0.082379722168105865,0.21875,2.922643443,Grasses,15.7011148921217,-0.7698472583297283,NA,NA,NA,5.064470321773408,0,NA
140,Teerawattanasuk et al. (2014),Chrysopogon zizanioides,NA,uniform,-223.26401720798987,0.25310188914877446,0.21875,2.922643443,Grasses,17.544837934485233,-0.8571359074888417,NA,NA,NA,NA,NA,19.38753532719329
140,Teerawattanasuk et al. (2014),Chrysopogon zizanioides,NA,weibull,-215.0410212799717,0.06819775407111428,0.21875,2.922643443,Grasses,15.321636992446782,-0.8587866419003134,3.94665857369926,NA,NA,NA,NA,NA
141,Truong & Vanoh (2021),Chrysopogon zizanioides,NA,gamma,-242.2233221968504,0.07665655259930049,0.199372057,2.198221421,Grasses,62.01077265085025,-0.5880367478964408,37.102725296287005,NA,NA,NA,NA,NA
141,Truong & Vanoh (2021),Chrysopogon zizanioides,NA,gumbel,-245.133030330953,0.09649079316365622,0.199372057,2.198221421,Grasses,62.82849750554625,-0.5653953894329146,NA,9.583173913611574,NA,NA,NA,NA
141,Truong & Vanoh (2021),Chrysopogon zizanioides,NA,logistic,-242.91326373936383,0.08076961161272611,0.199372057,2.198221421,Grasses,61.67828260522114,-0.5947312270999061,NA,5.746838854979897,NA,NA,NA,NA
141,Truong & Vanoh (2021),Chrysopogon zizanioides,NA,lognormal,-242.585271318967,0.07354037090635734,0.199372057,2.198221421,Grasses,62.095953027268756,-0.5821055727958019,NA,NA,0.16586046308086747,NA,NA,NA
141,Truong & Vanoh (2021),Chrysopogon zizanioides,NA,normal_force,-246.98362326362425,0.12472291854950901,0.199372057,2.198221421,Grasses,61.89546296469738,-0.6013195123538457,NA,NA,NA,8.265969016036145,-2,NA
141,Truong & Vanoh (2021),Chrysopogon zizanioides,NA,normal_scaled,-242.26962461066307,0.0934564929136742,0.199372057,2.198221421,Grasses,61.867862985045235,-0.5999941412647449,NA,NA,NA,10.072665438388658,-0.5999941412647449,NA
141,Truong & Vanoh (2021),Chrysopogon zizanioides,NA,normal_strength,-251.3809524014986,0.10605358520309649,0.199372057,2.198221421,Grasses,62.27711379226225,-0.5760322762779342,NA,NA,NA,13.081974815854846,0,NA
141,Truong & Vanoh (2021),Chrysopogon zizanioides,NA,uniform,-249.1112790299842,0.13332982091972356,0.199372057,2.198221421,Grasses,59.14132725818556,-0.7237796247284309,NA,NA,NA,NA,NA,45.2982043390498
141,Truong & Vanoh (2021),Chrysopogon zizanioides,NA,weibull,-243.9688437956695,0.1342691699078833,0.199372057,2.198221421,Grasses,61.49852341224409,-0.6199724026424828,6.64231987486268,NA,NA,NA,NA,NA
142,Watson et al. (2015),Populus x euramericana,underbark diameter,gamma,-452.7128577955491,0.04824099315240038,0.898801598,8.508655126,Broadleaves,78.34110980342268,-0.7887631271040448,13.518960541347493,NA,NA,NA,NA,NA
142,Watson et al. (2015),Populus x euramericana,underbark diameter,gumbel,-457.4205875838438,0.06564382117326928,0.898801598,8.508655126,Broadleaves,80.09430323916102,-0.7967105171258322,NA,19.68075622303655,NA,NA,NA,NA
142,Watson et al. (2015),Populus x euramericana,underbark diameter,logistic,-453.12369894416685,0.05084712282127696,0.898801598,8.508655126,Broadleaves,76.02820651168793,-0.7641710643847748,NA,11.530042922119675,NA,NA,NA,NA
142,Watson et al. (2015),Populus x euramericana,underbark diameter,lognormal,-455.8056265690284,0.05753487830777926,0.898801598,8.508655126,Broadleaves,78.9802278966851,-0.7945877648228088,NA,NA,0.28235837790840523,NA,NA,NA
142,Watson et al. (2015),Populus x euramericana,underbark diameter,normal_force,-482.90276465162816,0.20192507830896878,0.898801598,8.508655126,Broadleaves,51.94068857990931,-0.49143695571408025,NA,NA,NA,86.94211481975307,-2,NA
142,Watson et al. (2015),Populus x euramericana,underbark diameter,normal_scaled,-451.5354106000591,0.05979827411387001,0.898801598,8.508655126,Broadleaves,78.10861860210643,-0.7857262602748879,NA,NA,NA,20.519240289239924,-0.7857262602748879,NA
142,Watson et al. (2015),Populus x euramericana,underbark diameter,normal_strength,-467.0786283507052,0.0674846942300995,0.898801598,8.508655126,Broadleaves,80.61635043988619,-0.8214886518386151,NA,NA,NA,10.788154095611997,0,NA
142,Watson et al. (2015),Populus x euramericana,underbark diameter,uniform,-470.63135028745097,0.1982037913969507,0.898801598,8.508655126,Broadleaves,82.3821180077166,-0.8785571793188294,NA,NA,NA,NA,NA,108.46647606489967
142,Watson et al. (2015),Populus x euramericana,underbark diameter,weibull,-452.24513750777623,0.06394728105271968,0.898801598,8.508655126,Broadleaves,78.56698899382823,-0.7923453217952791,4.170280700983442,NA,NA,NA,NA,NA
143,Wu et al. (2023),Chrysopogon zizanioides,NA,gamma,-342.1324364095044,0.13094620372272625,0.260175579,1.497206704,Grasses,34.32749877385842,-0.4661097016579646,7.87804476493631,NA,NA,NA,NA,NA
143,Wu et al. (2023),Chrysopogon zizanioides,NA,gumbel,-345.1720783447081,0.1324905541814444,0.260175579,1.497206704,Grasses,35.3790471638312,-0.45105142760318206,NA,11.289300928740643,NA,NA,NA,NA
143,Wu et al. (2023),Chrysopogon zizanioides,NA,logistic,-335.4348210701902,0.07000674893540765,0.260175579,1.497206704,Grasses,34.97681055132535,-0.44233265182166315,NA,6.134464122202058,NA,NA,NA,NA
143,Wu et al. (2023),Chrysopogon zizanioides,NA,lognormal,-348.83555705615527,0.15082110842152985,0.260175579,1.497206704,Grasses,34.73045167541808,-0.47033323485592926,NA,NA,0.39338553056452547,NA,NA,NA
143,Wu et al. (2023),Chrysopogon zizanioides,NA,normal_force,-350.4365155186403,0.07134259610560043,0.260175579,1.497206704,Grasses,33.60086490608047,-0.7303784343852231,NA,NA,NA,9.305614513183496,-2,NA
143,Wu et al. (2023),Chrysopogon zizanioides,NA,normal_scaled,-334.88166507540734,0.08543541403714161,0.260175579,1.497206704,Grasses,34.18268430103291,-0.48609355739483573,NA,NA,NA,10.7152691112715,-0.48609355739483573,NA
143,Wu et al. (2023),Chrysopogon zizanioides,NA,normal_strength,-338.05427047036915,0.0794737659171893,0.260175579,1.497206704,Grasses,34.768660174541616,-0.4181295758917557,NA,NA,NA,12.328640812509807,0,NA
143,Wu et al. (2023),Chrysopogon zizanioides,NA,uniform,-341.7724398739741,0.16439725678991063,0.260175579,1.497206704,Grasses,31.602797796970208,-0.6088419459272386,NA,NA,NA,NA,NA,46.74147725746286
143,Wu et al. (2023),Chrysopogon zizanioides,NA,weibull,-334.48280855657134,0.07007129639852455,0.260175579,1.497206704,Grasses,34.00845935311169,-0.5090903206894759,3.646064467316795,NA,NA,NA,NA,NA
